1#2010-03-31#OPEL#12/2003#Benzina#0#0#0#Corsa#CORSA 1.3 3 PT SR 9/1982 (69 CV - 51 KW - 15 CF)#No#No#Persona fisica#M#34#BO#40126#BOLOGNA#2#IMPIEGATO #M#34#BO#40126#BOLOGNA#veicolo già assicurato con atr#No#No#BM#13#0#0#0#0#0#0#0#ESPERTA#0#3,000,000#all
2#2010-03-31#OPEL#12/2003#Benzina#0#0#0#Corsa#CORSA 1.3 3 PT SR 9/1982 (69 CV - 51 KW - 15 CF)#No#No#Persona fisica#M#34#AG##N/A##N/A#2#IMPIEGATO #M#34#AG##N/A##N/A#veicolo già assicurato con atr#No#No#BM#13#0#0#0#0#0#0#0#ESPERTA#0#3,000,000#all
207#2010-03-31#OPEL#12/2003#Benzina#0#0#0#Corsa#CORSA 1.3 3 PT SR 9/1982 (69 CV - 51 KW - 15 CF)#No#No#Persona fisica#M#34#VV##N/A##N/A#2#IMPIEGATO #M#34#VV##N/A##N/A#veicolo già assicurato con atr#No#No#BM#13#0#0#0#0#0#0#0#ESPERTA#0#3,000,000#all
208#2010-03-31#OPEL#12/2003#Benzina#0#0#0#Corsa#CORSA 1.3 3 PT SR 9/1982 (69 CV - 51 KW - 15 CF)#No#No#Persona fisica#M#34#TO#10010##2#IMPIEGATO #M#34#TO#10010#0#veicolo già assicurato con atr#No#No#BM#13#0#0#0#0#0#0#0#ESPERTA#0#3,000,000#all
355#2010-03-31#OPEL#12/2003#Benzina#0#0#0#Corsa#CORSA 1.3 3 PT SR 9/1982 (69 CV - 51 KW - 15 CF)#No#No#Persona fisica#M#34#BO#40126#BOLOGNA#2#IMPIEGATO #M#34#BO#40126#BOLOGNA#veicolo già assicurato con atr#No#No#BM#13#0#0#0#0#0#0#0#ESPERTA#0#26,000,000#all
356#2010-03-31#OPEL#12/2003#Benzina#0#0#0#Corsa#CORSA 1.3 3 PT SR 9/1982 (69 CV - 51 KW - 15 CF)#No#No#Persona fisica#M#34#BO#40126#BOLOGNA#2#IMPIEGATO #M#34#BO#40126#BOLOGNA#veicolo già assicurato con atr#No#No#BM#0#0#0#0#0#0#0#0#ESPERTA#0#3,000,000#all
394#2010-03-31#OPEL#12/2003#Benzina#0#0#0#Corsa#CORSA 1.3 3 PT SR 9/1982 (69 CV - 51 KW - 15 CF)#No#No#Persona fisica#M#34#BO#40126#BOLOGNA#2#IMPIEGATO #M#34#BO#40126#BOLOGNA#veicolo già assicurato con atr#No#No#BM#18#1#0#0#0#0#0#1#ESPERTA#0#3,000,000#all
395#2010-03-31#OPEL#12/2003#Benzina#0#0#0#Corsa#CORSA 1.3 3 PT SR 9/1982 (69 CV - 51 KW - 15 CF)#No#No#Persona fisica#M#18#BO#40126#BOLOGNA#0#IMPIEGATO #M#18#BO#40126#BOLOGNA#veicolo già assicurato con atr#No#No#BM#13#0#0#0#0#0#0#0#LIBERA#0#3,000,000#all
518#2010-03-31#OPEL#12/2003#Benzina#0#0#0#Corsa#CORSA 1.3 3 PT SR 9/1982 (69 CV - 51 KW - 15 CF)#No#No#Persona fisica#F#79#BO#40126#BOLOGNA#2#IMPIEGATO #F#79#BO#40126#BOLOGNA#veicolo già assicurato con atr#No#No#BM#13#0#0#0#0#0#0#0#ESPERTA#0#3,000,000#all
519#2010-03-31#OPEL#12/2003#Benzina#0#0#0#Corsa#CORSA 1.3 3 PT SR 9/1982 (69 CV - 51 KW - 15 CF)#No#No#Persona fisica#M#18#BO#40126#BOLOGNA#0#IMPIEGATO #M#18#BO#40126#BOLOGNA#veicolo già assicurato con atr#No#No#BM#13#0#0#0#0#0#0#0#LIBERA#0#3,000,000#all
642#2010-03-31#OPEL#12/2003#Benzina#0#0#0#Corsa#CORSA 1.3 3 PT SR 9/1982 (69 CV - 51 KW - 15 CF)#No#No#Persona fisica#F#79#BO#40126#BOLOGNA#2#IMPIEGATO #F#79#BO#40126#BOLOGNA#veicolo già assicurato con atr#No#No#BM#13#0#0#0#0#0#0#0#LIBERA#0#3,000,000#all
643#2010-03-31#OPEL#12/2003#Benzina#0#0#0#Corsa#CORSA 1.3 3 PT SR 9/1982 (69 CV - 51 KW - 15 CF)#No#No#Persona fisica#M#34#BO#40126#BOLOGNA#0#IMPIEGATO #M#34#BO#40126#BOLOGNA#veicolo già assicurato con atr#No#No#BM#13#0#0#0#0#0#0#0#ESPERTA#0#3,000,000#all
645#2010-03-31#OPEL#12/2003#Benzina#0#0#0#Corsa#CORSA 1.3 3 PT SR 9/1982 (69 CV - 51 KW - 15 CF)#No#No#Persona giuridica#C#34#BO#40126#BOLOGNA#0#IMPIEGATO #C#34#BO#40126#BOLOGNA#veicolo già assicurato con atr#No#No#BM#13#0#0#0#0#0#0#0#ESPERTA#0#3,000,000#all
647#2010-03-31#OPEL#12/2003#Benzina#0#0#0#Corsa#CORSA 1.3 3 PT SR 9/1982 (69 CV - 51 KW - 15 CF)#No#No#Persona fisica#M#34#BO#40126#BOLOGNA#2#IMPIEGATO #M#34#BO#40126#BOLOGNA#1a immatricolazione dopo l’acquisto del veicolo#Si#No#BM#0#0#0#0#0#0#0#0#ESPERTA#0#3,000,000#all
684#2010-03-31#OPEL#12/2003#Benzina#0#0#0#Corsa#CORSA 1.3 3 PT SR 9/1982 (69 CV - 51 KW - 15 CF)#No#No#Persona fisica#M#34#BO#40126#BOLOGNA#2#IMPIEGATO #M#34#BO#40126#BOLOGNA#1a immatricolazione dopo l’acquisto del veicolo#Si#No#BM#18#0#0#0#0#0#0#0#LIBERA#0#3,000,000#all
685#2010-03-31#FIAT#12/2003#Benzina#13#7#0#500#Fiat 500 R (1972)#No#No#Persona fisica#M#34#BO#40126#BOLOGNA#2#IMPIEGATO #M#34#BO#40126#BOLOGNA#veicolo già assicurato con atr#Si#No#BM#13#0#0#0#0#0#0#0#ESPERTA#0#3,000,000#all
744#2010-03-31#OPEL#12/2003#Benzina#0#0#0#Corsa#CORSA 1.3 3 PT SR 9/1982 (69 CV - 51 KW - 15 CF)#No#No#Persona fisica#M#34#BO#40126#BOLOGNA#2#IMPIEGATO #M#34#BO#40126#BOLOGNA#veicolo già assicurato con atr#No#No#BM#13#0#0#0#0#0#0#0#ESPERTA#0#3,000,000#all