genertel#1000#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#BOLOGNA#40100#BOLOGNA#16#NO#IMPIEGATO #m#34#BOLOGNA#00000#BOLOGNA#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#1#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#AGRIGENTO#92100#AGRIGENTO#16#NO#IMPIEGATO #m#34#AGRIGENTO#00000#AGRIGENTO#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#2#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#ALESSANDRIA#15100#ALESSANDRIA#16#NO#IMPIEGATO #m#34#ALESSANDRIA#00000#ALESSANDRIA#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#3#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#ANCONA#60100#ANCONA#16#NO#IMPIEGATO #m#34#ANCONA#00000#ANCONA#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#4#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#AOSTA#11100#AOSTA#16#NO#IMPIEGATO #m#34#AOSTA#00000#AOSTA#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#5#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#ASCOLI PICENO#63100#ASCOLI PICENO#16#NO#IMPIEGATO #m#34#ASCOLI PICENO#00000#ASCOLI PICENO#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#6#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#L'AQUILA#67100#L'AQUILA#16#NO#IMPIEGATO #m#34#L'AQUILA#00000#L'AQUILA#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#7#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#AREZZO#52100#AREZZO#16#NO#IMPIEGATO #m#34#AREZZO#00000#AREZZO#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#8#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#ASTI#14100#ASTI#16#NO#IMPIEGATO #m#34#ASTI#00000#ASTI#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#9#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#AVELLINO#83100#AVELLINO#16#NO#IMPIEGATO #m#34#AVELLINO#00000#AVELLINO#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#10#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#BARI#70100#BARI#16#NO#IMPIEGATO #m#34#BARI#00000#BARI#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#11#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#BERGAMO#24100#BERGAMO#16#NO#IMPIEGATO #m#34#BERGAMO#00000#BERGAMO#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#12#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#BIELLA#13900#BIELLA#16#NO#IMPIEGATO #m#34#BIELLA#00000#BIELLA#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#13#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#BELLUNO#32100#BELLUNO#16#NO#IMPIEGATO #m#34#BELLUNO#00000#BELLUNO#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#14#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#BENEVENTO#82100#BENEVENTO#16#NO#IMPIEGATO #m#34#BENEVENTO#00000#BENEVENTO#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#15#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#BOLOGNA#40100#BOLOGNA#16#NO#IMPIEGATO #m#34#BOLOGNA#00000#BOLOGNA#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#16#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#BRINDISI#72100#BRINDISI#16#NO#IMPIEGATO #m#34#BRINDISI#00000#BRINDISI#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#17#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#BRESCIA#25100#BRESCIA#16#NO#IMPIEGATO #m#34#BRESCIA#00000#BRESCIA#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#18#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#BOLZANO#39100#BOLZANO#16#NO#IMPIEGATO #m#34#BOLZANO#00000#BOLZANO#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#19#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#CAGLIARI#09100#CAGLIARI#16#NO#IMPIEGATO #m#34#CAGLIARI#00000#CAGLIARI#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#20#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#CAMPOBASSO#86100#CAMPOBASSO#16#NO#IMPIEGATO #m#34#CAMPOBASSO#00000#CAMPOBASSO#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#21#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#CASERTA#81100#CASERTA#16#NO#IMPIEGATO #m#34#CASERTA#00000#CASERTA#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#22#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#CHIETI#66100#CHIETI#16#NO#IMPIEGATO #m#34#CHIETI#00000#CHIETI#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#23#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#CALTANISSETTA#93100#CALTANISSETTA#16#NO#IMPIEGATO #m#34#CALTANISSETTA#00000#CALTANISSETTA#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#24#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#CUNEO#12100#CUNEO#16#NO#IMPIEGATO #m#34#CUNEO#00000#CUNEO#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#25#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#COMO#22100#COMO#16#NO#IMPIEGATO #m#34#COMO#00000#COMO#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#26#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#CREMONA#26100#CREMONA#16#NO#IMPIEGATO #m#34#CREMONA#00000#CREMONA#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#27#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#COSENZA#87100#COSENZA#16#NO#IMPIEGATO #m#34#COSENZA#00000#COSENZA#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#28#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#CATANIA#95100#CATANIA#16#NO#IMPIEGATO #m#34#CATANIA#00000#CATANIA#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#29#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#CATANZARO#88100#CATANZARO#16#NO#IMPIEGATO #m#34#CATANZARO#00000#CATANZARO#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#30#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#ENNA#94100#ENNA#16#NO#IMPIEGATO #m#34#ENNA#00000#ENNA#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#31#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#FERRARA#44100#FERRARA#16#NO#IMPIEGATO #m#34#FERRARA#00000#FERRARA#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#32#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#FOGGIA#71100#FOGGIA#16#NO#IMPIEGATO #m#34#FOGGIA#00000#FOGGIA#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#33#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#FIRENZE#50100#FIRENZE#16#NO#IMPIEGATO #m#34#FIRENZE#00000#FIRENZE#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#34#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#FORLI'#47100#FORLI'#16#NO#IMPIEGATO #m#34#FORLI'#00000#FORLI'#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#35#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#FROSINONE#03100#FROSINONE#16#NO#IMPIEGATO #m#34#FROSINONE#00000#FROSINONE#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#36#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#GENOVA#16100#GENOVA#16#NO#IMPIEGATO #m#34#GENOVA#00000#GENOVA#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#37#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#GORIZIA#34170#GORIZIA#16#NO#IMPIEGATO #m#34#GORIZIA#00000#GORIZIA#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#38#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#GROSSETO#58100#GROSSETO#16#NO#IMPIEGATO #m#34#GROSSETO#00000#GROSSETO#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#39#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#IMPERIA#18100#IMPERIA#16#NO#IMPIEGATO #m#34#IMPERIA#00000#IMPERIA#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#40#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#ISERNIA#86170#ISERNIA#16#NO#IMPIEGATO #m#34#ISERNIA#00000#ISERNIA#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#41#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#CROTONE#88900#CROTONE#16#NO#IMPIEGATO #m#34#CROTONE#00000#CROTONE#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#42#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#LECCO#23900#LECCO#16#NO#IMPIEGATO #m#34#LECCO#00000#LECCO#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#43#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#LECCE#73100#LECCE#16#NO#IMPIEGATO #m#34#LECCE#00000#LECCE#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#44#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#LIVORNO#57100#LIVORNO#16#NO#IMPIEGATO #m#34#LIVORNO#00000#LIVORNO#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#45#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#LODI#26900#LODI#16#NO#IMPIEGATO #m#34#LODI#00000#LODI#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#46#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#LATINA#04100#LATINA#16#NO#IMPIEGATO #m#34#LATINA#00000#LATINA#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#47#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#LUCCA#55100#LUCCA#16#NO#IMPIEGATO #m#34#LUCCA#00000#LUCCA#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#48#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#MACERATA#62100#MACERATA#16#NO#IMPIEGATO #m#34#MACERATA#00000#MACERATA#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#49#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#MESSINA#98100#MESSINA#16#NO#IMPIEGATO #m#34#MESSINA#00000#MESSINA#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#50#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#MILANO#20100#MILANO#16#NO#IMPIEGATO #m#34#MILANO#00000#MILANO#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#51#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#MANTOVA#46100#MANTOVA#16#NO#IMPIEGATO #m#34#MANTOVA#00000#MANTOVA#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#52#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#MODENA#41100#MODENA#16#NO#IMPIEGATO #m#34#MODENA#00000#MODENA#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#53#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#MASSA#54100#MASSA#16#NO#IMPIEGATO #m#34#MASSA#00000#MASSA#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#54#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#MATERA#75100#MATERA#16#NO#IMPIEGATO #m#34#MATERA#00000#MATERA#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#55#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#NAPOLI#80100#NAPOLI#16#NO#IMPIEGATO #m#34#NAPOLI#00000#NAPOLI#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#56#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#NOVARA#28100#NOVARA#16#NO#IMPIEGATO #m#34#NOVARA#00000#NOVARA#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#57#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#NUORO#08100#NUORO#16#NO#IMPIEGATO #m#34#NUORO#00000#NUORO#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#58#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#ORISTANO#09170#ORISTANO#16#NO#IMPIEGATO #m#34#ORISTANO#00000#ORISTANO#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#59#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#PALERMO#90100#PALERMO#16#NO#IMPIEGATO #m#34#PALERMO#00000#PALERMO#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#60#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#PIACENZA#29100#PIACENZA#16#NO#IMPIEGATO #m#34#PIACENZA#00000#PIACENZA#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#61#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#PADOVA#35100#PADOVA#16#NO#IMPIEGATO #m#34#PADOVA#00000#PADOVA#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#62#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#PESCARA#65100#PESCARA#16#NO#IMPIEGATO #m#34#PESCARA#00000#PESCARA#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#63#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#PERUGIA#06100#PERUGIA#16#NO#IMPIEGATO #m#34#PERUGIA#00000#PERUGIA#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#64#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#PISA#56100#PISA#16#NO#IMPIEGATO #m#34#PISA#00000#PISA#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#65#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#PORDENONE#33170#PORDENONE#16#NO#IMPIEGATO #m#34#PORDENONE#00000#PORDENONE#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#66#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#PRATO#59100#PRATO#16#NO#IMPIEGATO #m#34#PRATO#00000#PRATO#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#67#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#PARMA#43100#PARMA#16#NO#IMPIEGATO #m#34#PARMA#00000#PARMA#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#68#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#PESARO#61100#PESARO#16#NO#IMPIEGATO #m#34#PESARO#00000#PESARO#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#69#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#PISTOIA#51100#PISTOIA#16#NO#IMPIEGATO #m#34#PISTOIA#00000#PISTOIA#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#70#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#PAVIA#27100#PAVIA#16#NO#IMPIEGATO #m#34#PAVIA#00000#PAVIA#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#71#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#POTENZA#85100#POTENZA#16#NO#IMPIEGATO #m#34#POTENZA#00000#POTENZA#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#72#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#RAVENNA#48100#RAVENNA#16#NO#IMPIEGATO #m#34#RAVENNA#00000#RAVENNA#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#73#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#REGGIO DI CALABRIA#89100#REGGIO DI CALABRIA#16#NO#IMPIEGATO #m#34#REGGIO DI CALABRIA#00000#REGGIO DI CALABRIA#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#74#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#REGGIO NELL'EMILIA#42100#REGGIO NELL'EMILIA#16#NO#IMPIEGATO #m#34#REGGIO NELL'EMILIA#00000#REGGIO NELL'EMILIA#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#75#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#RAGUSA#97100#RAGUSA#16#NO#IMPIEGATO #m#34#RAGUSA#00000#RAGUSA#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#76#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#RIETI#02100#RIETI#16#NO#IMPIEGATO #m#34#RIETI#00000#RIETI#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#77#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#ROMA#00100#ROMA#16#NO#IMPIEGATO #m#34#ROMA#00000#ROMA#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#78#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#RIMINI#47900#RIMINI#16#NO#IMPIEGATO #m#34#RIMINI#00000#RIMINI#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#79#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#ROVIGO#45100#ROVIGO#16#NO#IMPIEGATO #m#34#ROVIGO#00000#ROVIGO#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#80#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#SALERNO#84100#SALERNO#16#NO#IMPIEGATO #m#34#SALERNO#00000#SALERNO#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#81#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#SIENA#53100#SIENA#16#NO#IMPIEGATO #m#34#SIENA#00000#SIENA#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#82#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#SONDRIO#23100#SONDRIO#16#NO#IMPIEGATO #m#34#SONDRIO#00000#SONDRIO#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#83#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#LA SPEZIA#19100#LA SPEZIA#16#NO#IMPIEGATO #m#34#LA SPEZIA#00000#LA SPEZIA#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#84#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#SIRACUSA#96100#SIRACUSA#16#NO#IMPIEGATO #m#34#SIRACUSA#00000#SIRACUSA#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#85#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#SASSARI#07100#SASSARI#16#NO#IMPIEGATO #m#34#SASSARI#00000#SASSARI#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#86#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#SAVONA#17100#SAVONA#16#NO#IMPIEGATO #m#34#SAVONA#00000#SAVONA#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#87#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#TARANTO#74100#TARANTO#16#NO#IMPIEGATO #m#34#TARANTO#00000#TARANTO#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#88#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#TERAMO#64100#TERAMO#16#NO#IMPIEGATO #m#34#TERAMO#00000#TERAMO#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
genertel#89#2010-04-01#moto#5#9#moto#moto#si#100#persona fisica#m#34#TRENTO#38100#TRENTO#16#NO#IMPIEGATO #m#34#TRENTO#00000#TRENTO#veicolo già assicurato con atr#No#No#BM#14#0#0#0#0#0#0#0#0#3,000,000
